user_id,price,items_count,porcentaje
76561198063066535,0.0,5.0,no ha hecho review
76561198063068623,733.63,38.0,no ha hecho review
76561198063070143,710.0,56.0,no ha hecho review
76561198063071060,256.88,20.0,no ha hecho review
76561198063074523,915.9699999999999,92.0,no ha hecho review
76561198063074670,1912.12,117.0,1.0
76561198063076399,361.76,46.0,no ha hecho review
76561198063081438,37.97,5.0,no ha hecho review
76561198063081557,69.96,14.0,no ha hecho review
76561198063082317,1278.21,111.0,no ha hecho review
76561198063084456,447.77,33.0,no ha hecho review
76561198063084649,229.9,30.0,1.0
76561198063085735,0.0,1.0,no ha hecho review
76561198063085744,84.96000000000001,7.0,no ha hecho review
76561198063085949,588.62,62.0,1.0
76561198063086447,0.0,2.0,no ha hecho review
76561198063090201,1857.1299999999999,116.0,1.0
76561198063092622,44.97,5.0,1.0
76561198063093134,301.81,45.0,0.5
76561198063094130,554.66,50.0,no ha hecho review
76561198063095250,946.23,114.0,no ha hecho review
76561198063095855,0.0,5.0,no ha hecho review
76561198063096529,130.88,15.0,no ha hecho review
76561198063100139,4227.65,306.0,1.0
76561198063101745,373.75,55.0,no ha hecho review
76561198063102026,197.9,17.0,no ha hecho review
76561198063103245,991.43,145.0,no ha hecho review
76561198063105146,2459.71,168.0,1.0
76561198063105532,188.81,22.0,no ha hecho review
76561198063105726,34.99,8.0,no ha hecho review
76561198063106018,1290.26,107.0,no ha hecho review
76561198063108197,595.66,68.0,no ha hecho review
76561198063111364,638.5,58.0,no ha hecho review
76561198063111938,33.97,4.0,no ha hecho review
76561198063113141,73.96000000000001,5.0,no ha hecho review
76561198063113447,1665.07,136.0,no ha hecho review
76561198063117540,780.5799999999999,72.0,no ha hecho review
76561198063119025,209.88,38.0,1.0
76561198063119247,1904.8999999999999,147.0,0.8
76561198063119996,59.96,6.0,no ha hecho review
76561198063121287,274.74,48.0,1.0
76561198063122053,90.9,13.0,no ha hecho review
76561198063125308,9.99,1.0,no ha hecho review
76561198063125698,244.83999999999997,39.0,no ha hecho review
76561198063127832,129.92,12.0,no ha hecho review
76561198063127887,711.67,60.0,1.0
76561198063128416,622.5699999999999,70.0,0.4444444444444444
76561198063132774,0.0,1.0,no ha hecho review
76561198063132788,964.48,71.0,no ha hecho review
76561198063132956,336.83,39.0,no ha hecho review
76561198063137742,19.98,7.0,no ha hecho review
76561198063137936,2548.09,226.0,no ha hecho review
76561198063138377,394.89,24.0,1.0
76561198063139290,342.75,49.0,1.0
76561198063141462,1566.1299999999999,127.0,no ha hecho review
76561198063142206,820.52,62.0,no ha hecho review
76561198063145370,139.94,12.0,no ha hecho review
76561198063145410,1403.24,120.0,1.0
76561198063147180,39.97,3.0,no ha hecho review
76561198063148741,9.99,1.0,no ha hecho review
76561198063148920,926.43,63.0,no ha hecho review
76561198063149846,0.0,1.0,no ha hecho review
76561198063149981,507.65,48.0,no ha hecho review
76561198063154034,74.97,15.0,no ha hecho review
76561198063155089,114.92,22.0,no ha hecho review
76561198063156295,949.49,65.0,1.0
76561198063157777,112.96000000000001,12.0,no ha hecho review
76561198063159016,2376.7,212.0,1.0
76561198063160086,1034.46,69.0,no ha hecho review
76561198063161083,508.7,46.0,0.8571428571428571
76561198063164944,70.92,12.0,no ha hecho review
76561198063169085,1747.83,156.0,no ha hecho review
76561198063169249,1377.27,111.0,no ha hecho review
76561198063172957,444.78999999999996,47.0,1.0
76561198063173116,244.94,23.0,no ha hecho review
76561198063176266,525.68,26.0,no ha hecho review
76561198063176951,1775.95,126.0,no ha hecho review
76561198063179266,305.78,46.0,no ha hecho review
76561198063179541,29.98,14.0,no ha hecho review
76561198063179643,9.99,3.0,no ha hecho review
76561198063183167,1041.36,98.0,no ha hecho review
76561198063184169,186.88,18.0,1.0
76561198063185681,1888.84,153.0,no ha hecho review
76561198063186191,1501.02,100.0,no ha hecho review
76561198063187237,19.99,16.0,no ha hecho review
76561198063190439,488.76,43.0,no ha hecho review
76561198063190724,19.99,3.0,no ha hecho review
76561198063191216,12.98,13.0,no ha hecho review
76561198063193211,292.84999999999997,34.0,1.0
76561198063194586,117.92999999999999,17.0,1.0
76561198063199558,525.58,50.0,1.0
76561198063207585,0.0,8.0,no ha hecho review
76561198063209590,44.97,5.0,no ha hecho review
76561198063210054,602.59,66.0,1.0
76561198063211893,0.0,1.0,no ha hecho review
76561198063213074,59.95,7.0,no ha hecho review
76561198063213741,0.0,1.0,no ha hecho review
76561198063215612,1352.24,118.0,no ha hecho review
76561198063217317,393.75,44.0,1.0
76561198063217860,373.75,29.0,no ha hecho review
76561198063220816,280.81,28.0,no ha hecho review
76561198063221517,19.99,2.0,no ha hecho review
76561198063221834,59.96,17.0,no ha hecho review
76561198063222621,54.96,7.0,no ha hecho review
76561198063222806,9.99,5.0,no ha hecho review
76561198063224545,160.88,18.0,no ha hecho review
76561198063229191,81.94,24.0,no ha hecho review
76561198063229405,9.99,3.0,no ha hecho review
76561198063232138,14.99,1.0,no ha hecho review
76561198063233255,69.94,26.0,no ha hecho review
76561198063233789,14.99,8.0,no ha hecho review
76561198063241906,1522.21,101.0,1.0
76561198063246390,65.94,16.0,no ha hecho review
76561198063249265,14.99,2.0,no ha hecho review
76561198063250233,34.97,4.0,no ha hecho review
76561198063251011,319.87,29.0,1.0
76561198063254072,19.99,2.0,no ha hecho review
76561198063255961,294.83,21.0,no ha hecho review
76561198063259280,124.95,15.0,no ha hecho review
76561198063270153,19.98,6.0,no ha hecho review
76561198063272925,199.91,15.0,no ha hecho review
76561198063273803,99.91,19.0,no ha hecho review
76561198063274153,535.72,63.0,no ha hecho review
76561198063274178,357.69,53.0,1.0
76561198063274587,69.95,18.0,no ha hecho review
76561198063276529,162.85999999999999,23.0,no ha hecho review
76561198063277141,171.88,22.0,no ha hecho review
76561198063278079,1781.05,119.0,1.0
76561198063282649,334.82,32.0,1.0
76561198063287154,781.56,59.0,no ha hecho review
76561198063289205,505.61,53.0,0.875
76561198063290398,374.72,40.0,no ha hecho review
76561198063290496,1806.81,155.0,no ha hecho review
76561198063290801,1169.37,88.0,no ha hecho review
76561198063295337,0.0,1.0,no ha hecho review
76561198063296730,94.94,11.0,no ha hecho review
76561198063298806,866.42,69.0,no ha hecho review
76561198063299219,59.99,7.0,no ha hecho review
76561198063305946,259.85,42.0,no ha hecho review
76561198063309049,1356.1299999999999,120.0,no ha hecho review
76561198063312124,981.4,81.0,no ha hecho review
76561198063312584,494.84,31.0,no ha hecho review
76561198063313709,114.93,16.0,no ha hecho review
76561198063314807,257.84,22.0,no ha hecho review
76561198063316459,875.5,45.0,0.8888888888888888
76561198063317426,49.96,4.0,no ha hecho review
76561198063318130,1430.26,89.0,no ha hecho review
76561198063321128,3637.4,328.0,1.0
76561198063325260,139.92,17.0,no ha hecho review
76561198063326003,0.0,1.0,no ha hecho review
76561198063326620,64.94,21.0,no ha hecho review
76561198063330419,159.88,25.0,no ha hecho review
76561198063333579,119.94,3.0,no ha hecho review
76561198063337306,1413.1399999999999,113.0,1.0
76561198063337945,1744.01,142.0,no ha hecho review
76561198063342154,94.96000000000001,18.0,no ha hecho review
76561198063342694,307.82,39.0,1.0
76561198063343009,700.49,80.0,no ha hecho review
76561198063346976,339.8,29.0,no ha hecho review
76561198063346995,44.97,4.0,no ha hecho review
76561198063350010,87.95,15.0,no ha hecho review
76561198063353310,274.81,36.0,no ha hecho review
76561198063354416,0.0,6.0,no ha hecho review
76561198063356089,124.92999999999999,22.0,no ha hecho review
76561198063358884,553.64,58.0,no ha hecho review
76561198063360587,49.96,12.0,no ha hecho review
76561198063361120,294.85,27.0,no ha hecho review
76561198063361762,1557.04,149.0,1.0
76561198063362215,295.85,59.0,no ha hecho review
76561198063363548,63.45,17.0,no ha hecho review
76561198063364493,232.84,31.0,no ha hecho review
76561198063364515,9.99,20.0,no ha hecho review
76561198063365333,989.48,69.0,no ha hecho review
76561198063368177,1303.22,112.0,1.0
76561198063370615,75.94,7.0,no ha hecho review
76561198063370658,149.91,19.0,no ha hecho review
76561198063370792,1675.2,112.0,no ha hecho review
76561198063371165,731.54,45.0,no ha hecho review
76561198063371368,430.7,48.0,no ha hecho review
76561198063371694,320.85,88.0,no ha hecho review
76561198063371927,784.4499999999999,65.0,no ha hecho review
76561198063375439,19.99,6.0,no ha hecho review
76561198063375771,500.73,39.0,1.0
76561198063377507,534.76,88.0,no ha hecho review
76561198063378113,2289.67,159.0,1.0
76561198063378419,4.99,1.0,no ha hecho review
76561198063379691,557.6,50.0,1.0
76561198063380443,1029.32,90.0,no ha hecho review
76561198063381559,309.82,28.0,no ha hecho review
76561198063381779,19.99,4.0,no ha hecho review
76561198063382895,9.99,1.0,no ha hecho review
76561198063382967,344.85,39.0,no ha hecho review
76561198063383458,796.52,60.0,no ha hecho review
76561198063391374,1025.15,138.0,no ha hecho review
76561198063391532,29.979999999999997,4.0,no ha hecho review
76561198063392500,314.8,53.0,no ha hecho review
76561198063393056,101.91,18.0,no ha hecho review
76561198063393217,214.87,69.0,no ha hecho review
76561198063396343,297.77,46.0,no ha hecho review
76561198063399108,314.73,36.0,1.0
76561198063403881,219.89999999999998,19.0,no ha hecho review
76561198063404104,19.99,11.0,no ha hecho review
76561198063407949,300.81,32.0,no ha hecho review
76561198063410718,429.67,67.0,no ha hecho review
76561198063412754,274.86,40.0,no ha hecho review
76561198063412889,390.69,57.0,no ha hecho review
76561198063413171,124.92,23.0,no ha hecho review
76561198063414998,364.83,34.0,no ha hecho review
76561198063416582,702.4499999999999,80.0,1.0
76561198063416894,0.0,3.0,no ha hecho review
76561198063417888,50.94,7.0,no ha hecho review
76561198063421432,19.97,18.0,no ha hecho review
76561198063421739,1690.6599999999999,122.0,no ha hecho review
76561198063422125,0.0,1.0,no ha hecho review
76561198063426785,661.5,60.0,no ha hecho review
76561198063427042,39.98,4.0,no ha hecho review
76561198063427302,269.88,26.0,0.0
76561198063428250,96.93,17.0,no ha hecho review
76561198063430463,19.98,3.0,no ha hecho review
76561198063431052,379.84000000000003,32.0,no ha hecho review
76561198063432640,2108.74,153.0,no ha hecho review
76561198063434081,154.92,18.0,no ha hecho review
76561198063439860,988.38,149.0,no ha hecho review
76561198063440009,3050.59,294.0,1.0
76561198063440405,164.88,15.0,no ha hecho review
76561198063443945,19.99,2.0,no ha hecho review
76561198063444314,194.89999999999998,13.0,1.0
76561198063444658,0.0,2.0,no ha hecho review
76561198063445471,0.0,3.0,no ha hecho review
76561198063445697,0.0,4.0,no ha hecho review
76561198063445756,1098.24,190.0,no ha hecho review
76561198063447289,445.69,51.0,no ha hecho review
76561198063448644,160.91,13.0,no ha hecho review
76561198063451111,34.97,12.0,no ha hecho review
76561198063452599,9.99,1.0,no ha hecho review
76561198063452990,9.99,4.0,no ha hecho review
76561198063453488,9.99,4.0,no ha hecho review
76561198063454003,29.98,4.0,no ha hecho review
76561198063455498,94.95,10.0,no ha hecho review
76561198063455875,0.0,4.0,no ha hecho review
76561198063456321,711.01,63.0,no ha hecho review
76561198063458300,260.87,34.0,1.0
76561198063458714,0.0,9.0,no ha hecho review
76561198063459358,177.84,34.0,1.0
76561198063460818,34.97,4.0,no ha hecho review
76561198063461227,159.93,24.0,no ha hecho review
76561198063461380,2220.74,169.0,no ha hecho review
76561198063463322,69.98,4.0,no ha hecho review
76561198063466406,815.56,71.0,1.0
76561198063466890,684.09,73.0,1.0
76561198063466934,299.8,71.0,no ha hecho review
76561198063467068,204.87,22.0,no ha hecho review
76561198063467860,3615.36,254.0,no ha hecho review
76561198063468712,0.0,1.0,no ha hecho review
76561198063472034,139.93,22.0,1.0
76561198063472711,653.48,70.0,no ha hecho review
76561198063473041,14.99,12.0,no ha hecho review
76561198063476044,2781.27,249.0,no ha hecho review
76561198063476645,154.96,21.0,no ha hecho review
76561198063477693,728.52,69.0,no ha hecho review
76561198063477742,9.99,1.0,no ha hecho review
76561198063477914,148.94,19.0,no ha hecho review
76561198063479584,340.78,44.0,no ha hecho review
76561198063479803,0.0,2.0,no ha hecho review
76561198063482271,2142.65,193.0,1.0
76561198063484319,9.99,5.0,no ha hecho review
76561198063487728,159.91,15.0,no ha hecho review
76561198063488070,837.52,72.0,1.0
76561198063489150,91.91,27.0,no ha hecho review
76561198063490878,717.51,60.0,no ha hecho review
76561198063492383,694.68,70.0,no ha hecho review
76561198063495306,2231.06,192.0,no ha hecho review
76561198063495634,59.959999999999994,8.0,no ha hecho review
76561198063495827,9.99,3.0,no ha hecho review
76561198063497777,164.88,25.0,no ha hecho review
76561198063498231,410.73,36.0,no ha hecho review
76561198063499396,0.0,1.0,no ha hecho review
76561198063499902,679.57,60.0,1.0
76561198063503553,431.77,27.0,no ha hecho review
76561198063505988,432.75,53.0,no ha hecho review
76561198063506004,0.0,6.0,no ha hecho review
76561198063507445,19.98,4.0,no ha hecho review
76561198063508195,139.95,7.0,no ha hecho review
76561198063509156,192.88,37.0,0.75
76561198063510182,484.6,73.0,1.0
76561198063512270,477.74,57.0,no ha hecho review
76561198063513853,374.85,32.0,no ha hecho review
76561198063514015,149.88,18.0,no ha hecho review
76561198063518293,0.0,6.0,no ha hecho review
76561198063520080,151.91,20.0,no ha hecho review
76561198063520509,382.67,64.0,no ha hecho review
76561198063521340,239.88,18.0,no ha hecho review
76561198063522861,479.71,37.0,no ha hecho review
76561198063527103,219.88,17.0,no ha hecho review
76561198063527700,980.53,66.0,no ha hecho review
76561198063527718,59.96,8.0,no ha hecho review
76561198063530868,44.97,13.0,no ha hecho review
76561198063530880,155.86,22.0,no ha hecho review
76561198063534335,142.92000000000002,45.0,0.0
76561198063537503,1008.3299999999999,77.0,no ha hecho review
76561198063539338,109.91999999999999,11.0,no ha hecho review
76561198063539698,678.61,90.0,0.0
76561198063540763,129.91,26.0,no ha hecho review
76561198063541750,109.92,65.0,no ha hecho review
76561198063549687,84.96000000000001,22.0,no ha hecho review
76561198063554754,404.83,34.0,0.0
76561198063559877,102.92999999999999,15.0,no ha hecho review
76561198063564188,130.9,14.0,no ha hecho review
76561198063565073,0.0,1.0,no ha hecho review
76561198063565567,272.85,32.0,no ha hecho review
76561198063566924,1126.4,75.0,no ha hecho review
76561198063567721,59.96,5.0,no ha hecho review
76561198063571671,29.97,13.0,no ha hecho review
76561198063572252,753.41,93.0,1.0
76561198063572766,0.0,1.0,no ha hecho review
76561198063572874,562.72,76.0,no ha hecho review
76561198063573847,612.6899999999999,53.0,no ha hecho review
76561198063574712,3.99,1.0,no ha hecho review
76561198063574982,309.83,27.0,1.0
76561198063575392,337.85,32.0,1.0
76561198063577005,32.96,7.0,no ha hecho review
76561198063577509,265.84999999999997,42.0,no ha hecho review
76561198063577730,214.89,38.0,no ha hecho review
76561198063582964,346.78999999999996,42.0,no ha hecho review
76561198063585456,1901.09,146.0,1.0
76561198063586956,230.87,23.0,no ha hecho review
76561198063588999,54.95,18.0,no ha hecho review
76561198063592727,107.91,14.0,1.0
76561198063592925,14.99,6.0,1.0
76561198063593160,248.81,33.0,1.0
76561198063595072,229.87,42.0,no ha hecho review
76561198063595886,29.97,14.0,no ha hecho review
76561198063597127,59.97,10.0,no ha hecho review
76561198063603008,539.71,44.0,no ha hecho review
76561198063607424,1295.18,123.0,0.7142857142857143
76561198063607999,4446.49,483.0,no ha hecho review
76561198063608381,705.58,53.0,no ha hecho review
76561198063612181,14.99,1.0,no ha hecho review
76561198063613744,1595.24,106.0,no ha hecho review
76561198063613997,1621.1,118.0,no ha hecho review
76561198063614106,44.97,5.0,no ha hecho review
76561198063614790,349.86,27.0,no ha hecho review
76561198063619526,0.0,1.0,no ha hecho review
76561198063620984,2028.9299999999998,147.0,0.8571428571428571
76561198063622701,232.88,20.0,1.0
76561198063624801,665.45,87.0,1.0
76561198063624829,358.69,41.0,no ha hecho review
76561198063628233,477.65,51.0,no ha hecho review
76561198063628532,54.959999999999994,7.0,no ha hecho review
76561198063629000,19.99,2.0,no ha hecho review
76561198063629012,579.72,46.0,no ha hecho review
76561198063629033,189.88,30.0,no ha hecho review
76561198063629285,941.49,82.0,no ha hecho review
76561198063633577,262.87,21.0,no ha hecho review
76561198063636277,582.61,73.0,1.0
76561198063636592,34.98,3.0,no ha hecho review
76561198063637437,519.74,52.0,no ha hecho review
76561198063638361,237.84,61.0,1.0
76561198063638486,621.7,68.0,no ha hecho review
76561198063639310,75.95,14.0,no ha hecho review
76561198063640742,504.76,38.0,no ha hecho review
76561198063642749,119.92999999999999,19.0,1.0
76561198063644981,394.81,34.0,1.0
76561198063645161,2095.7599999999998,156.0,1.0
76561198063648921,1662.8999999999999,105.0,0.5
76561198063652380,9.99,5.0,no ha hecho review
76561198063658398,9.99,1.0,no ha hecho review
76561198063660076,29.98,4.0,no ha hecho review
76561198063661942,599.59,78.0,1.0
76561198063666281,9.99,1.0,no ha hecho review
76561198063667684,1632.47,178.0,1.0
76561198063668719,479.68,42.0,no ha hecho review
76561198063668905,89.96000000000001,12.0,no ha hecho review
76561198063671188,49.98,2.0,no ha hecho review
76561198063673351,29.99,3.0,no ha hecho review
76561198063673549,1007.56,80.0,no ha hecho review
76561198063677145,185.87,27.0,no ha hecho review
76561198063677469,19.99,3.0,no ha hecho review
76561198063679051,467.68,54.0,no ha hecho review
76561198063681152,0.0,1.0,no ha hecho review
76561198063686762,109.92999999999999,16.0,no ha hecho review
76561198063689582,170.85,35.0,no ha hecho review
76561198063692411,34.97,4.0,no ha hecho review
76561198063695102,165.89000000000001,14.0,no ha hecho review
76561198063697156,105.91,21.0,no ha hecho review
76561198063698100,1193.36,77.0,no ha hecho review
76561198063700942,407.77,30.0,no ha hecho review
76561198063705226,164.88,24.0,no ha hecho review
76561198063709432,2123.91,132.0,0.0
76561198063714917,1043.21,128.0,no ha hecho review
76561198063714964,217.77,40.0,1.0
76561198063718484,455.64,52.0,no ha hecho review
76561198063743948,127.91999999999999,19.0,no ha hecho review
76561198063751988,49.97,6.0,no ha hecho review
76561198063762519,75.92,9.0,no ha hecho review
76561198063762775,9.99,2.0,no ha hecho review
76561198063762807,759.54,63.0,no ha hecho review
76561198063764559,149.9,14.0,no ha hecho review
76561198063765495,694.55,59.0,1.0
76561198063766329,487.63,48.0,no ha hecho review
76561198063766977,72.96,17.0,no ha hecho review
76561198063770387,918.51,78.0,no ha hecho review
76561198063772653,0.0,1.0,no ha hecho review
76561198063772753,14.99,2.0,no ha hecho review
76561198063773577,513.7,42.0,no ha hecho review
76561198063774429,361.15,28.0,no ha hecho review
76561198063775323,147.91,37.0,no ha hecho review
76561198063792334,442.72,48.0,1.0
76561198063794515,124.91999999999999,31.0,no ha hecho review
76561198063798708,29.98,4.0,no ha hecho review
76561198063799933,194.88,30.0,no ha hecho review
76561198063800550,0.0,1.0,no ha hecho review
76561198063801454,172.88,41.0,1.0
76561198063801812,9.99,4.0,no ha hecho review
76561198063803849,145.93,17.0,no ha hecho review
76561198063804314,124.92,25.0,1.0
76561198063805272,190.9,14.0,no ha hecho review
76561198063805518,39.97,5.0,no ha hecho review
76561198063808374,729.41,77.0,1.0
76561198063812641,0.0,12.0,no ha hecho review
76561198063815221,170.32999999999998,20.0,no ha hecho review
76561198063815951,39.97,12.0,no ha hecho review
76561198063816365,39.98,9.0,no ha hecho review
76561198063816800,858.53,62.0,1.0
76561198063817275,2603.5,203.0,1.0
76561198063818161,295.82,31.0,no ha hecho review
76561198063818739,822.33,103.0,1.0
76561198063818919,34.97,27.0,no ha hecho review
76561198063822865,690.69,65.0,no ha hecho review
76561198063823886,255.76,27.0,no ha hecho review
76561198063824690,255.76,27.0,no ha hecho review
76561198063827897,253.75,31.0,no ha hecho review
76561198063829145,229.94,13.0,no ha hecho review
76561198063829577,755.55,57.0,1.0
76561198063835924,219.91,33.0,no ha hecho review
76561198063837538,84.95,13.0,no ha hecho review
76561198063837746,336.76,31.0,no ha hecho review
76561198063841266,154.92000000000002,20.0,no ha hecho review
76561198063847316,1323.22,103.0,no ha hecho review
76561198063848970,641.57,91.0,no ha hecho review
76561198063849448,1013.36,94.0,no ha hecho review
76561198063850360,232.85,26.0,1.0
76561198063851048,324.81,30.0,1.0
76561198063851434,545.6800000000001,51.0,no ha hecho review
76561198063852054,538.75,48.0,no ha hecho review
76561198063852316,483.71999999999997,42.0,no ha hecho review
76561198063852709,49.98,3.0,no ha hecho review
76561198063853092,119.92999999999999,10.0,no ha hecho review
76561198063853314,149.9,10.0,no ha hecho review
76561198063853354,881.54,59.0,no ha hecho review
76561198063855800,104.94,18.0,no ha hecho review
76561198063855805,628.69,47.0,no ha hecho review
76561198063856195,448.74,92.0,no ha hecho review
76561198063856833,0.0,3.0,no ha hecho review
76561198063857524,403.82,55.0,no ha hecho review
76561198063860591,29.979999999999997,2.0,no ha hecho review
76561198063861718,484.78999999999996,39.0,no ha hecho review
76561198063862347,44.96,9.0,no ha hecho review
76561198063865395,299.83,42.0,no ha hecho review
76561198063869041,0.0,12.0,no ha hecho review
76561198063869169,309.89,20.0,0.0
76561198063870463,34.98,4.0,no ha hecho review
76561198063870475,44.96,4.0,no ha hecho review
76561198063870581,19.98,2.0,no ha hecho review
76561198063871247,325.77,45.0,no ha hecho review
76561198063871325,307.77,29.0,no ha hecho review
76561198063871989,528.0,84.0,0.5
76561198063876265,690.64,52.0,no ha hecho review
76561198063877093,703.64,58.0,no ha hecho review
76561198063881591,269.88,18.0,no ha hecho review
76561198063882554,705.49,102.0,1.0
76561198063889164,19.99,2.0,no ha hecho review
76561198063892216,9.99,12.0,no ha hecho review
76561198063895035,504.71999999999997,50.0,no ha hecho review
76561198063896904,80.92,10.0,no ha hecho review
76561198063898392,287.86,29.0,1.0
76561198063899199,209.9,16.0,no ha hecho review
76561198063899231,302.79,75.0,0.0
76561198063900576,164.88,17.0,no ha hecho review
76561198063903938,0.0,1.0,no ha hecho review
76561198063904251,182.87,20.0,no ha hecho review
76561198063904818,145.88,18.0,no ha hecho review
76561198063906222,469.66,45.0,1.0
76561198063908732,139.96,12.0,no ha hecho review
76561198063911255,244.9,25.0,no ha hecho review
76561198063911992,69.98,19.0,no ha hecho review
76561198063912174,255.78,30.0,no ha hecho review
76561198063914266,0.0,1.0,no ha hecho review
76561198063914589,69.98,4.0,no ha hecho review
76561198063914978,885.61,77.0,no ha hecho review
76561198063916425,5549.7699999999995,420.0,0.75
76561198063917046,39.99,3.0,no ha hecho review
76561198063917071,158.89000000000001,30.0,no ha hecho review
76561198063917108,846.5,73.0,1.0
76561198063919816,1590.03,133.0,1.0
76561198063920059,9.99,1.0,no ha hecho review
76561198063920172,9.99,12.0,no ha hecho review
76561198063920333,884.52,64.0,no ha hecho review
76561198063921807,154.9,15.0,no ha hecho review
76561198063921937,205.91,16.0,no ha hecho review
76561198063922645,19.99,3.0,no ha hecho review
76561198063924237,233.82999999999998,22.0,no ha hecho review
76561198063928034,590.53,89.0,no ha hecho review
76561198063928869,772.56,116.0,1.0
76561198063929141,490.78000000000003,30.0,1.0
76561198063930019,171.85999999999999,29.0,1.0
76561198063932065,537.6899999999999,47.0,no ha hecho review
76561198063933419,469.76,99.0,0.0
76561198063933670,249.82999999999998,31.0,no ha hecho review
76561198063936797,0.0,1.0,no ha hecho review
76561198063936923,1723.07,118.0,no ha hecho review
76561198063937445,642.64,44.0,1.0
76561198063941075,3487.89,228.0,no ha hecho review
76561198063942416,39.99,3.0,no ha hecho review
76561198063951820,731.59,51.0,1.0
76561198063952161,0.0,2.0,no ha hecho review
76561198063954248,9.99,2.0,no ha hecho review
76561198063955090,39.97,8.0,no ha hecho review
76561198063955656,0.0,1.0,no ha hecho review
76561198063959101,554.6899999999999,75.0,1.0
76561198063960134,300.81,46.0,no ha hecho review
76561198063962180,94.93,20.0,no ha hecho review
76561198063963659,392.71,45.0,no ha hecho review
76561198063964506,39.97,3.0,no ha hecho review
76561198063966018,117.91,22.0,1.0
76561198063970918,265.86,48.0,no ha hecho review
76561198063971830,641.6,58.0,no ha hecho review
76561198063975948,0.0,1.0,no ha hecho review
76561198063978281,771.48,78.0,no ha hecho review
76561198063978327,1363.18,103.0,no ha hecho review
76561198063979030,4.99,2.0,no ha hecho review
76561198063980431,144.9,12.0,no ha hecho review
76561198063982895,19.99,5.0,no ha hecho review
76561198063986589,533.67,87.0,1.0
76561198063987375,515.77,39.0,no ha hecho review
76561198063987542,29.98,3.0,no ha hecho review
76561198063988249,820.52,74.0,no ha hecho review
76561198063988555,526.65,56.0,1.0
76561198063988577,212.83,44.0,no ha hecho review
76561198063988983,54.97,24.0,0.0
76561198063988987,54.980000000000004,17.0,no ha hecho review
76561198063991199,85.92,9.0,no ha hecho review
76561198063991519,930.47,78.0,no ha hecho review
76561198063992467,0.0,1.0,no ha hecho review
76561198063992961,4.99,5.0,no ha hecho review
76561198064003662,349.71,54.0,no ha hecho review
76561198064006861,973.91,100.0,1.0
76561198064007233,119.9,12.0,no ha hecho review
76561198064011176,160.9,17.0,no ha hecho review
76561198064011666,0.0,1.0,no ha hecho review
76561198064012398,29.99,1.0,no ha hecho review
76561198064012546,340.75,34.0,no ha hecho review
76561198064013940,74.98,12.0,no ha hecho review
76561198064014812,49.98,3.0,no ha hecho review
76561198064015098,2161.95,198.0,0.5
76561198064015550,0.0,2.0,no ha hecho review
76561198064016444,514.75,58.0,no ha hecho review
76561198064017302,369.8,47.0,no ha hecho review
76561198064019196,9.99,1.0,no ha hecho review
76561198064020523,164.88,31.0,no ha hecho review
76561198064021162,29.98,8.0,no ha hecho review
76561198064021688,865.53,69.0,no ha hecho review
76561198064025853,396.74,40.0,1.0
76561198064026657,1686.74,193.0,1.0
76561198064028557,304.73,36.0,no ha hecho review
76561198064028876,659.5799999999999,71.0,no ha hecho review
76561198064029407,964.52,65.0,no ha hecho review
76561198064031649,274.85999999999996,24.0,1.0
76561198064031799,271.84999999999997,53.0,no ha hecho review
76561198064031996,0.0,2.0,no ha hecho review
76561198064036549,44.97,5.0,no ha hecho review
76561198064036625,297.82,35.0,no ha hecho review
76561198064041113,9.99,5.0,no ha hecho review
76561198064056486,179.91,21.0,1.0
76561198064057270,444.65999999999997,60.0,no ha hecho review
76561198064058188,539.73,89.0,no ha hecho review
76561198064062862,715.54,70.0,1.0
76561198064063056,763.49,70.0,1.0
76561198064063178,229.9,22.0,no ha hecho review
76561198064064207,2325.59,190.0,no ha hecho review
76561198064064660,539.7,40.0,no ha hecho review
76561198064065326,99.92,15.0,no ha hecho review
76561198064065810,299.85,51.0,no ha hecho review
76561198064065906,516.66,54.0,no ha hecho review
76561198064066859,1817.68,192.0,1.0
76561198064067376,50.95,14.0,no ha hecho review
76561198064067988,426.71,44.0,no ha hecho review
76561198064068619,153.88,30.0,no ha hecho review
76561198064069178,874.61,61.0,no ha hecho review
76561198064069767,14.99,2.0,no ha hecho review
76561198064070997,0.0,2.0,no ha hecho review
76561198064071441,2.99,4.0,no ha hecho review
76561198064071761,80.94,19.0,1.0
76561198064072174,19.99,6.0,no ha hecho review
76561198064072361,204.89,22.0,no ha hecho review
76561198064072755,49.97,5.0,no ha hecho review
76561198064077393,848.42,81.0,1.0
76561198064104672,838.49,75.0,no ha hecho review
76561198064107236,274.87,27.0,no ha hecho review
76561198064109096,264.87,19.0,1.0
76561198064109176,149.88,12.0,no ha hecho review
76561198064110494,369.74,36.0,no ha hecho review
76561198064111719,1358.37,99.0,1.0
76561198064112400,1297.28,95.0,no ha hecho review
76561198064112935,139.93,15.0,no ha hecho review
76561198064114091,23.979999999999997,5.0,no ha hecho review
76561198064117170,645.75,75.0,1.0
76561198064117221,144.9,41.0,1.0
76561198064118538,14.99,3.0,no ha hecho review
76561198064118853,199.93,10.0,1.0
76561198064120697,14.99,19.0,no ha hecho review
76561198064120755,1556.0,131.0,no ha hecho review
76561198064122435,200.89,42.0,1.0
76561198064123385,170.89,18.0,no ha hecho review
