user_id,price,items_count,porcentaje,posted
76561198055357267,327.29,40.0,no ha hecho review,0
76561198055358152,211.86,25.0,no ha hecho review,0
76561198055358335,2257.66,162.0,no ha hecho review,0
76561198055359148,727.01,104.0,no ha hecho review,0
76561198055359584,1882.87,136.0,1.0,2014-01-10
76561198055359828,65.92,11.0,no ha hecho review,0
76561198055360118,2154.53,186.0,no ha hecho review,0
76561198055362268,499.67,40.0,no ha hecho review,0
76561198055365037,820.59,107.0,1.0,2014-12-26
76561198055365460,1026.37,85.0,0.5,2014-06-19
76561198055365530,934.37,79.0,no ha hecho review,0
76561198055366274,9.99,4.0,no ha hecho review,0
76561198055366992,192.88,20.0,no ha hecho review,0
76561198055367802,819.48,67.0,no ha hecho review,0
76561198055369629,49.96,12.0,no ha hecho review,0
76561198055370293,1113.3,122.0,1.0,2014-03-07
76561198055372428,863.42,102.0,1.0,2014-02-01
76561198055372696,363.75,67.0,no ha hecho review,0
76561198055373462,1718.01,134.0,no ha hecho review,0
76561198055374308,200.89,15.0,no ha hecho review,0
76561198055374714,189.9,19.0,no ha hecho review,0
76561198055376321,0.0,2.0,no ha hecho review,0
76561198055378704,255.79,25.0,no ha hecho review,0
76561198055380763,209.87,26.0,no ha hecho review,0
76561198055381666,174.94,9.0,no ha hecho review,0
76561198055382646,300.84,30.0,no ha hecho review,0
76561198055384870,1427.27,101.0,no ha hecho review,0
76561198055387794,687.61,106.0,1.0,0
76561198055390813,428.72,36.0,no ha hecho review,0
76561198055400169,555.68,49.0,no ha hecho review,0
76561198055400340,1020.56,88.0,1.0,2015-06-22
76561198055405859,2513.68,196.0,no ha hecho review,0
76561198055408000,2891.34,264.0,no ha hecho review,0
76561198055408089,659.6899999999999,43.0,no ha hecho review,0
76561198055414504,1015.17,132.0,no ha hecho review,0
76561198055418786,908.55,66.0,no ha hecho review,0
76561198055420186,574.65,46.0,no ha hecho review,0
76561198055443129,94.93,14.0,no ha hecho review,0
76561198055446276,214.85,26.0,no ha hecho review,0
76561198055460339,874.39,87.0,no ha hecho review,0
76561198055473367,74.95,9.0,no ha hecho review,0
76561198055486513,416.77,80.0,no ha hecho review,0
76561198055486647,74.95,10.0,no ha hecho review,0
76561198055491845,1209.18,121.0,no ha hecho review,0
76561198055495503,153.89,18.0,no ha hecho review,0
76561198055499125,705.55,77.0,1.0,2015-01-21
76561198055499517,19.99,6.0,no ha hecho review,0
76561198055503135,9.98,9.0,no ha hecho review,0
76561198055504271,1127.5,65.0,no ha hecho review,0
76561198055515180,408.72,103.0,no ha hecho review,0
76561198055515682,113.9,12.0,no ha hecho review,0
76561198055516353,551.66,67.0,no ha hecho review,0
76561198055517511,124.92,18.0,no ha hecho review,0
76561198055518057,474.68,48.0,no ha hecho review,0
76561198055518119,1580.9,163.0,1.0,2013-11-24
76561198055519425,44.97,4.0,no ha hecho review,0
76561198055521718,134.89,40.0,0.0,2015-08-13
76561198055523737,968.5,82.0,no ha hecho review,0
76561198055524901,939.56,28.0,no ha hecho review,0
76561198055524995,2777.9,264.0,1.0,2014-04-23
76561198055527607,1248.22,99.0,1.0,2014-03-07
76561198055527622,189.92,36.0,no ha hecho review,0
76561198055528217,1079.5,69.0,no ha hecho review,0
76561198055530101,394.82,34.0,no ha hecho review,0
76561198055530804,494.79,43.0,1.0,2015-07-20
76561198055531259,456.71,44.0,no ha hecho review,0
76561198055532109,19.99,2.0,no ha hecho review,0
76561198055532380,963.37,95.0,no ha hecho review,0
76561198055534127,9.99,1.0,no ha hecho review,0
76561198055534322,239.84,28.0,no ha hecho review,0
76561198055534920,19.99,2.0,no ha hecho review,0
76561198055535654,185.88,20.0,no ha hecho review,0
76561198055535826,290.84,33.0,no ha hecho review,0
76561198055536847,1263.23,125.0,1.0,0
76561198055536878,119.98,13.0,no ha hecho review,0
76561198055537052,787.55,84.0,no ha hecho review,0
76561198055537608,154.94,7.0,no ha hecho review,0
76561198055538424,117.92,16.0,no ha hecho review,0
76561198055538489,144.92000000000002,26.0,no ha hecho review,0
76561198055539532,39.97,6.0,no ha hecho review,0
76561198055539974,376.8,29.0,no ha hecho review,0
76561198055541539,94.95,22.0,1.0,0
76561198055542648,39.99,2.0,no ha hecho review,0
76561198055542679,612.67,73.0,0.6666666666666666,2014-04-17
76561198055543096,288.84,24.0,no ha hecho review,0
76561198055544181,124.89,12.0,no ha hecho review,0
76561198055545996,574.74,53.0,1.0,2014-08-15
76561198055552726,1424.22,99.0,1.0,2014-12-27
76561198055555760,282.81,35.0,no ha hecho review,0
76561198055559592,109.96,10.0,no ha hecho review,0
76561198055562494,49.97,6.0,no ha hecho review,0
76561198055562501,207.9,42.0,no ha hecho review,0
76561198055567120,566.59,57.0,no ha hecho review,0
76561198055570026,991.45,120.0,0.6666666666666666,0
76561198055571850,2174.86,144.0,no ha hecho review,0
76561198055579125,856.29,96.0,1.0,2013-11-30
76561198055590846,339.89,16.0,no ha hecho review,0
76561198055593416,109.97,12.0,no ha hecho review,0
76561198055604266,804.53,114.0,0.6666666666666666,2014-10-11
76561198055609345,1116.38,81.0,1.0,2014-06-29
76561198055616941,161.92000000000002,15.0,no ha hecho review,0
76561198055620977,935.41,78.0,1.0,2014-01-13
76561198055623411,1528.03,144.0,1.0,2014-02-09
76561198055625510,246.82,25.0,no ha hecho review,0
76561198055626299,0.0,2.0,no ha hecho review,0
76561198055630263,134.91,6.0,no ha hecho review,0
76561198055631879,391.85,107.0,no ha hecho review,0
76561198055632563,2142.9,145.0,1.0,2014-08-16
76561198055634555,49.97,5.0,no ha hecho review,0
76561198055637876,901.49,142.0,no ha hecho review,0
76561198055639545,39.99,4.0,no ha hecho review,0
76561198055643977,264.85,23.0,no ha hecho review,0
76561198055648263,839.5,81.0,no ha hecho review,0
76561198055649986,979.76,69.0,no ha hecho review,0
76561198055650433,1925.37,189.0,no ha hecho review,0
76561198055651045,432.13,55.0,1.0,2014-06-12
76561198055651659,96.93,17.0,no ha hecho review,0
76561198055656673,277.85,17.0,0.0,2015-09-12
76561198055657103,3082.2,208.0,no ha hecho review,0
76561198055657953,293.26,55.0,no ha hecho review,0
76561198055657969,1182.29,97.0,no ha hecho review,0
76561198055660954,174.91,13.0,no ha hecho review,0
76561198055661061,624.6899999999999,60.0,no ha hecho review,0
76561198055661951,198.88,24.0,no ha hecho review,0
76561198055662395,211.83,21.0,no ha hecho review,0
76561198055662693,1042.36,95.0,no ha hecho review,0
76561198055663477,773.58,53.0,no ha hecho review,0
76561198055664015,119.94,16.0,no ha hecho review,0
76561198055665400,59.96,7.0,no ha hecho review,0
76561198055665701,241.31,27.0,no ha hecho review,0
76561198055668196,204.94,10.0,no ha hecho review,0
76561198055670173,39.99,2.0,no ha hecho review,0
76561198055670224,472.77,44.0,1.0,2014-12-12
76561198055672979,190.86,46.0,no ha hecho review,0
76561198055673345,227.86,25.0,no ha hecho review,0
76561198055673450,0.0,3.0,no ha hecho review,0
76561198055674154,1214.22,102.0,no ha hecho review,0
76561198055674596,39.98,6.0,no ha hecho review,0
76561198055675397,1117.26,93.0,no ha hecho review,0
76561198055678580,1086.34,95.0,1.0,2015-01-16
76561198055679430,64.96,6.0,no ha hecho review,0
76561198055680379,454.76,58.0,no ha hecho review,0
76561198055685210,422.84,31.0,no ha hecho review,0
76561198055688142,609.56,30.0,1.0,2015-02-06
76561198055688814,480.66,40.0,no ha hecho review,0
76561198055691262,109.95,11.0,no ha hecho review,0
76561198055693988,19.99,5.0,no ha hecho review,0
76561198055694434,334.82,29.0,no ha hecho review,0
76561198055695334,2133.77,160.0,1.0,2013-12-12
76561198055700426,257.87,19.0,no ha hecho review,0
76561198055703686,1571.13,155.0,no ha hecho review,0
76561198055706765,1700.72,177.0,1.0,2015-05-16
76561198055707640,64.96,6.0,no ha hecho review,0
76561198055709958,409.85,34.0,no ha hecho review,0
76561198055712539,237.83,49.0,no ha hecho review,0
76561198055718929,19.99,33.0,no ha hecho review,0
76561198055722652,763.61,85.0,no ha hecho review,0
76561198055723928,1971.37,181.0,1.0,2014-06-22
76561198055734083,260.81,50.0,1.0,2014-01-02
76561198055739485,252.84,34.0,no ha hecho review,0
76561198055744923,49.97,7.0,no ha hecho review,0
76561198055751533,157.92,27.0,no ha hecho review,0
76561198055760749,9.99,3.0,no ha hecho review,0
76561198055761972,19.98,7.0,no ha hecho review,0
76561198055763149,59.96,6.0,no ha hecho review,0
76561198055763394,27.98,7.0,no ha hecho review,0
76561198055764339,204.82,35.0,1.0,2014-04-22
76561198055765401,215.85,33.0,no ha hecho review,0
76561198055767971,730.54,95.0,0.0,2015-06-10
76561198055768864,453.7,49.0,no ha hecho review,0
76561198055770382,19.98,8.0,no ha hecho review,0
76561198055773402,1210.06,138.0,0.6666666666666666,2015-12-23
76561198055775177,189.9,17.0,no ha hecho review,0
76561198055775427,2646.91,217.0,no ha hecho review,0
76561198055775587,512.77,38.0,no ha hecho review,0
76561198055775816,1510.25,113.0,no ha hecho review,0
76561198055782295,19.99,2.0,no ha hecho review,0
76561198055783857,134.92,36.0,no ha hecho review,0
76561198055784664,715.41,74.0,1.0,2015-12-19
76561198055786959,244.85,19.0,no ha hecho review,0
76561198055789935,238.77,33.0,1.0,2015-07-23
76561198055790197,239.89,20.0,no ha hecho review,0
76561198055791622,49.96,5.0,no ha hecho review,0
76561198055796188,842.54,102.0,no ha hecho review,0
76561198055798374,404.81,27.0,no ha hecho review,0
76561198055798730,451.67,48.0,no ha hecho review,0
76561198055802568,1943.9,161.0,no ha hecho review,0
76561198055803306,741.55,71.0,no ha hecho review,0
76561198055804130,441.72,68.0,no ha hecho review,0
76561198055804232,792.54,61.0,no ha hecho review,0
76561198055804309,473.81,43.0,no ha hecho review,0
76561198055804976,868.41,77.0,no ha hecho review,0
76561198055812140,34.98,3.0,no ha hecho review,0
76561198055812514,467.71,63.0,no ha hecho review,0
76561198055814288,547.67,51.0,no ha hecho review,0
76561198055815068,84.94999999999999,10.0,no ha hecho review,0
76561198055815784,3867.81,347.0,1.0,2014-03-24
76561198055815900,443.76,46.0,no ha hecho review,0
76561198055819674,2017.79,169.0,0.8,2013-11-16
76561198055825196,801.48,65.0,1.0,0
76561198055833574,315.75,37.0,no ha hecho review,0
76561198055845382,659.58,68.0,no ha hecho review,0
76561198055853856,1393.27,98.0,1.0,2015-07-24
76561198055853962,2457.77,166.0,0.5,2013-12-26
76561198055862537,189.88,36.0,0.0,0
76561198055863540,72.94,8.0,no ha hecho review,0
76561198055866052,3101.3,232.0,no ha hecho review,0
76561198055868553,1013.38,77.0,1.0,2014-07-12
76561198055868981,210.91,28.0,no ha hecho review,0
76561198055870347,135.87,18.0,1.0,2013-12-06
76561198055874413,0.0,1.0,no ha hecho review,0
76561198055874777,75.95,9.0,no ha hecho review,0
76561198055875098,0.0,2.0,no ha hecho review,0
76561198055876294,399.77,37.0,1.0,2014-06-19
76561198055876485,34.98,10.0,no ha hecho review,0
76561198055879059,259.85,18.0,no ha hecho review,0
76561198055881783,19.99,6.0,no ha hecho review,0
76561198055883765,3737.81,326.0,1.0,0
76561198055887918,244.85,27.0,0.6666666666666666,2014-07-22
76561198055889235,1069.35,84.0,no ha hecho review,0
76561198055889407,364.83,27.0,no ha hecho review,0
76561198055890864,0.0,5.0,no ha hecho review,0
76561198055891388,208.86,29.0,no ha hecho review,0
76561198055891523,1386.09,120.0,no ha hecho review,0
76561198055893789,4.99,2.0,no ha hecho review,0
76561198055894174,89.93,8.0,no ha hecho review,0
76561198055894293,591.65,54.0,0.75,2015-10-26
76561198055895514,84.93,22.0,no ha hecho review,0
76561198055896537,199.86,21.0,no ha hecho review,0
76561198055898519,849.51,68.0,no ha hecho review,0
76561198055899622,1103.43,89.0,1.0,2015-09-29
76561198055901213,827.52,76.0,no ha hecho review,0
76561198055903664,442.8,39.0,no ha hecho review,0
76561198055905422,578.6899999999999,128.0,no ha hecho review,0
76561198055906159,249.87,20.0,no ha hecho review,0
76561198055907480,178.93,17.0,1.0,2014-12-19
76561198055907726,512.68,40.0,no ha hecho review,0
76561198055908638,457.7,53.0,no ha hecho review,0
76561198055909176,169.89,21.0,no ha hecho review,0
76561198055910348,214.92,19.0,no ha hecho review,0
76561198055911504,418.79,31.0,no ha hecho review,0
76561198055915124,1175.45,82.0,0.0,2014-12-08
76561198055916289,87.94,14.0,no ha hecho review,0
76561198055920266,121.93,30.0,no ha hecho review,0
76561198055936270,329.83,32.0,no ha hecho review,0
76561198055937906,1087.33,82.0,1.0,2014-11-21
76561198055938832,509.75,43.0,1.0,2014-07-08
76561198055964374,2231.62,182.0,1.0,2013-12-01
76561198055966705,1376.28,157.0,no ha hecho review,0
76561198055968875,3021.03,238.0,1.0,2013-12-14
76561198055971297,1040.43,81.0,no ha hecho review,0
76561198055975722,573.61,61.0,no ha hecho review,0
76561198055977255,99.95,18.0,no ha hecho review,0
76561198055977522,59.97,25.0,1.0,2014-02-12
76561198055978379,152.91,14.0,no ha hecho review,0
76561198055978545,24.98,8.0,no ha hecho review,0
76561198055989393,503.64,52.0,1.0,2013-07-24
76561198055999666,900.35,70.0,no ha hecho review,0
76561198056004717,84.94,11.0,no ha hecho review,0
76561198056005862,120.97,7.0,no ha hecho review,0
76561198056006228,1902.07,132.0,1.0,2013-12-20
76561198056006863,61.91,39.0,no ha hecho review,0
76561198056008000,305.78,31.0,no ha hecho review,0
76561198056008358,1172.27,100.0,no ha hecho review,0
76561198056009228,772.64,53.0,no ha hecho review,0
76561198056013180,461.75,43.0,no ha hecho review,0
76561198056015983,591.76,70.0,no ha hecho review,0
76561198056018506,279.89,17.0,no ha hecho review,0
76561198056019884,164.89,26.0,no ha hecho review,0
76561198056021576,139.92,16.0,no ha hecho review,0
76561198056024842,2069.96,131.0,no ha hecho review,0
76561198056033958,745.61,46.0,no ha hecho review,0
76561198056037364,205.85,23.0,1.0,2014-03-17
76561198056045618,111.9,27.0,no ha hecho review,0
76561198056050781,44.96,6.0,no ha hecho review,0
76561198056060619,508.65,66.0,no ha hecho review,0
76561198056062731,289.87,15.0,no ha hecho review,0
76561198056065679,25.97,3.0,no ha hecho review,0
76561198056078901,754.47,76.0,no ha hecho review,0
76561198056078963,14.99,2.0,no ha hecho review,0
76561198056082695,54.96,12.0,no ha hecho review,0
76561198056088207,246.81,43.0,no ha hecho review,0
76561198056089798,431.75,43.0,no ha hecho review,0
76561198056092813,2635.2,236.0,no ha hecho review,0
76561198056094450,48.94,50.0,1.0,0
76561198056094672,2132.72,164.0,1.0,2015-12-04
76561198056094790,29.98,2.0,no ha hecho review,0
76561198056102052,1412.28,104.0,no ha hecho review,0
76561198056108780,14.99,2.0,no ha hecho review,0
76561198056110667,134.93,18.0,no ha hecho review,0
76561198056112151,970.4,86.0,no ha hecho review,0
76561198056121488,356.79,35.0,no ha hecho review,0
76561198056121590,129.94,26.0,no ha hecho review,0
76561198056124505,119.92,16.0,no ha hecho review,0
76561198056124852,29.98,9.0,no ha hecho review,0
76561198056133398,141.9,40.0,no ha hecho review,0
76561198056134729,34.97,8.0,no ha hecho review,0
76561198056134780,54.96,8.0,no ha hecho review,0
76561198056138797,9.99,4.0,no ha hecho review,0
76561198056147391,59.96,7.0,no ha hecho review,0
76561198056154291,19.98,4.0,no ha hecho review,0
76561198056155361,119.92,13.0,no ha hecho review,0
76561198056156998,3597.32,212.0,1.0,2014-08-15
76561198056163200,324.84,45.0,no ha hecho review,0
76561198056163371,109.91,10.0,no ha hecho review,0
76561198056177053,20.97,3.0,no ha hecho review,0
76561198056178502,210.84,29.0,no ha hecho review,0
76561198056179329,228.86,59.0,no ha hecho review,0
76561198056182728,0.0,8.0,no ha hecho review,0
76561198056186100,521.71,50.0,no ha hecho review,0
76561198056188895,419.78,28.0,1.0,2014-01-12
76561198056189619,519.77,45.0,no ha hecho review,0
76561198056194879,494.67,60.0,no ha hecho review,0
76561198056195339,119.92,11.0,no ha hecho review,0
76561198056209914,9.99,12.0,no ha hecho review,0
76561198056220019,39.96,4.0,no ha hecho review,0
76561198056221622,425.79,36.0,no ha hecho review,0
76561198056223901,14.99,15.0,no ha hecho review,0
76561198056223968,0.0,8.0,no ha hecho review,0
76561198056228307,1037.37,98.0,no ha hecho review,0
76561198056230004,19.99,16.0,no ha hecho review,0
76561198056233136,184.93,20.0,no ha hecho review,0
76561198056233741,509.69,50.0,no ha hecho review,0
76561198056236335,982.4,77.0,no ha hecho review,0
76561198056239313,364.83,28.0,1.0,2014-02-14
76561198056241117,1450.48,141.0,0.6666666666666666,2014-06-13
76561198056242815,532.78,41.0,no ha hecho review,0
76561198056243129,609.58,81.0,no ha hecho review,0
76561198056254879,139.92,56.0,0.5,0
76561198056260701,1040.4,102.0,0.0,2014-06-04
76561198056262253,101.92,12.0,no ha hecho review,0
76561198056262369,49.97,4.0,no ha hecho review,0
76561198056263764,266.86,25.0,no ha hecho review,0
76561198056265599,1264.38,109.0,1.0,2014-09-30
76561198056265766,548.72,42.0,no ha hecho review,0
76561198056266386,955.52,120.0,1.0,2014-06-21
76561198056269279,368.21,47.0,1.0,2015-03-28
76561198056271215,1624.72,172.0,no ha hecho review,0
76561198056271955,487.66,50.0,no ha hecho review,0
76561198056276372,1388.03,166.0,1.0,2013-04-10
76561198056279560,244.86,18.0,no ha hecho review,0
76561198056280198,44.96,12.0,no ha hecho review,0
76561198056280925,636.4399999999999,98.0,0.0,2015-01-24
76561198056283194,34.98,3.0,no ha hecho review,0
76561198056283380,79.93,15.0,no ha hecho review,0
76561198056286115,263.81,61.0,no ha hecho review,0
76561198056287250,1334.26,112.0,no ha hecho review,0
76561198056288026,2040.82,204.0,1.0,0
76561198056288386,150.9,17.0,1.0,2014-08-24
76561198056288892,1253.45,72.0,no ha hecho review,0
76561198056290406,19.99,2.0,no ha hecho review,0
76561198056290589,226.86,41.0,1.0,2014-12-16
76561198056297888,19.99,7.0,no ha hecho review,0
76561198056300128,329.82,24.0,no ha hecho review,0
76561198056300439,1779.97,173.0,0.75,2014-05-10
76561198056314722,1597.96,130.0,1.0,2013-11-26
76561198056324595,859.56,75.0,no ha hecho review,0
76561198056334963,1412.11,107.0,no ha hecho review,0
76561198056336341,482.77,59.0,no ha hecho review,0
76561198056339600,5636.37,469.0,no ha hecho review,0
76561198056339847,234.8,85.0,no ha hecho review,0
76561198056341008,209.88,24.0,no ha hecho review,0
76561198056345133,305.78,37.0,no ha hecho review,0
76561198056348466,119.92,14.0,no ha hecho review,0
76561198056352225,374.8,22.0,no ha hecho review,0
76561198056352983,895.6,77.0,1.0,2014-06-27
76561198056353606,14.99,5.0,no ha hecho review,0
76561198056354791,44.96,5.0,no ha hecho review,0
76561198056354988,875.57,73.0,0.0,2015-04-05
76561198056355484,2625.84,274.0,no ha hecho review,0
76561198056356827,170.93,47.0,no ha hecho review,0
76561198056369995,3726.61,250.0,0.5,2014-07-11
76561198056373970,44.97,3.0,no ha hecho review,0
76561198056375930,99.94,12.0,no ha hecho review,0
76561198056376638,533.7,48.0,1.0,2014-11-08
76561198056376910,160.91,13.0,no ha hecho review,0
76561198056377554,129.91,13.0,no ha hecho review,0
76561198056381078,79.94,16.0,no ha hecho review,0
76561198056385738,29.99,3.0,no ha hecho review,0
76561198056388500,402.65,50.0,no ha hecho review,0
76561198056392326,1251.51,141.0,0.3333333333333333,0
76561198056392460,144.92000000000002,17.0,no ha hecho review,0
76561198056392712,3128.58,327.0,0.8,2014-02-18
76561198056393302,391.74,47.0,0.5,2015-01-11
76561198056395371,14.99,1.0,no ha hecho review,0
76561198056404107,44.97,6.0,no ha hecho review,0
76561198056412641,943.44,86.0,no ha hecho review,0
76561198056415993,711.58,55.0,1.0,2014-03-16
76561198056420089,1028.34,74.0,no ha hecho review,0
76561198056420811,965.46,75.0,no ha hecho review,0
76561198056428475,34.97,5.0,no ha hecho review,0
76561198056429344,541.6,65.0,0.0,2015-10-21
76561198056430840,231.84,22.0,no ha hecho review,0
76561198056433110,59.96,17.0,no ha hecho review,0
76561198056436103,375.78,30.0,no ha hecho review,0
76561198056441887,414.76,45.0,no ha hecho review,0
76561198056441978,317.76,52.0,no ha hecho review,0
76561198056445553,414.74,84.0,1.0,2015-05-29
76561198056450023,1013.55,64.0,no ha hecho review,0
76561198056450053,20.97,12.0,no ha hecho review,0
76561198056450112,529.75,48.0,no ha hecho review,0
76561198056450930,69.95,25.0,no ha hecho review,0
76561198056452566,289.82,23.0,no ha hecho review,0
76561198056453350,19.99,4.0,no ha hecho review,0
76561198056455203,366.84,26.0,1.0,2013-12-30
76561198056460781,4.99,2.0,no ha hecho review,0
76561198056461397,1212.21,114.0,no ha hecho review,0
76561198056462110,129.91,17.0,no ha hecho review,0
76561198056463488,9.99,2.0,no ha hecho review,0
76561198056474589,1036.3,111.0,1.0,2015-10-04
76561198056477511,249.87,22.0,no ha hecho review,0
76561198056479301,1566.92,126.0,no ha hecho review,0
76561198056482229,404.75,39.0,no ha hecho review,0
76561198056482812,1165.23,98.0,1.0,2012-11-12
76561198056483646,104.92,4.0,1.0,2015-04-07
76561198056483826,14.99,1.0,no ha hecho review,0
76561198056484103,229.84,22.0,no ha hecho review,0
76561198056487445,29.98,3.0,no ha hecho review,0
76561198056489290,1298.23,98.0,no ha hecho review,0
76561198056492415,19.99,2.0,no ha hecho review,0
76561198056495005,14.99,2.0,no ha hecho review,0
76561198056499870,502.78,67.0,no ha hecho review,0
76561198056500472,209.88,9.0,no ha hecho review,0
76561198056502712,19.99,2.0,no ha hecho review,0
76561198056503882,832.4399999999999,60.0,1.0,2014-07-14
76561198056504388,730.59,67.0,no ha hecho review,0
76561198056511403,0.0,1.0,no ha hecho review,0
76561198056519262,395.78,39.0,1.0,2014-09-09
76561198056521815,84.94,7.0,no ha hecho review,0
76561198056524139,99.98,11.0,no ha hecho review,0
76561198056525244,169.86,42.0,no ha hecho review,0
76561198056526922,214.86,22.0,no ha hecho review,0
76561198056527936,2641.43,213.0,no ha hecho review,0
76561198056532552,526.6,99.0,no ha hecho review,0
76561198056536145,39.97,8.0,no ha hecho review,0
76561198056543650,729.75,34.0,no ha hecho review,0
76561198056544334,909.44,108.0,no ha hecho review,0
76561198056545854,1206.29,90.0,1.0,2014-06-15
76561198056548367,527.75,40.0,no ha hecho review,0
76561198056549802,1658.7,165.0,0.6666666666666666,2015-02-01
76561198056551879,250.86,15.0,no ha hecho review,0
76561198056554213,473.64,52.0,1.0,2014-07-01
76561198056557091,1332.25,133.0,no ha hecho review,0
76561198056565137,339.82,43.0,no ha hecho review,0
76561198056566098,199.92,17.0,no ha hecho review,0
76561198056567053,719.67,81.0,0.75,2014-06-07
76561198056567204,217.91,23.0,no ha hecho review,0
76561198056568217,784.6,91.0,1.0,2014-05-17
76561198056568461,1590.19,117.0,1.0,2013-12-15
76561198056570401,1209.17,110.0,1.0,2012-06-08
76561198056572046,117.94,15.0,1.0,2015-10-10
76561198056573461,415.34,121.0,0.5,0
76561198056573492,720.68,74.0,no ha hecho review,0
76561198056574210,34.980000000000004,22.0,no ha hecho review,0
76561198056577853,293.82,18.0,no ha hecho review,0
76561198056578486,456.7,37.0,no ha hecho review,0
76561198056579186,440.66,87.0,1.0,2014-01-12
76561198056579257,434.79,23.0,no ha hecho review,0
76561198056581609,249.88,20.0,no ha hecho review,0
76561198056584763,0.0,12.0,no ha hecho review,0
76561198056585131,304.89,29.0,no ha hecho review,0
76561198056588056,1164.36,87.0,no ha hecho review,0
76561198056590465,846.28,112.0,1.0,2014-12-31
76561198056591622,0.0,6.0,no ha hecho review,0
76561198056592176,439.77,31.0,0.6666666666666666,2014-06-13
76561198056592934,109.92,24.0,no ha hecho review,0
76561198056594536,54.98,3.0,no ha hecho review,0
76561198056597863,594.73,43.0,no ha hecho review,0
76561198056600316,843.52,67.0,no ha hecho review,0
76561198056604423,254.83,23.0,no ha hecho review,0
76561198056606925,151.87,15.0,no ha hecho review,0
76561198056607813,265.9,16.0,no ha hecho review,0
76561198056612460,74.94,29.0,no ha hecho review,0
76561198056620172,74.95,15.0,no ha hecho review,0
76561198056622081,119.92,16.0,1.0,2015-06-03
76561198056627030,37.96,8.0,no ha hecho review,0
76561198056628779,74.94,15.0,no ha hecho review,0
76561198056629925,34.97,5.0,no ha hecho review,0
76561198056631422,643.67,59.0,no ha hecho review,0
76561198056633782,275.85,24.0,no ha hecho review,0
76561198056634976,363.82,30.0,no ha hecho review,0
76561198056636850,259.89,16.0,no ha hecho review,0
76561198056639629,19.99,3.0,no ha hecho review,0
76561198056640740,1079.13,202.0,0.875,2014-10-31
76561198056640932,359.88,24.0,no ha hecho review,0
76561198056640962,1137.48,103.0,1.0,2014-12-12
76561198056645429,557.68,74.0,0.875,2012-06-22
76561198056646824,313.79,31.0,no ha hecho review,0
76561198056648472,886.48,123.0,1.0,2013-05-12
76561198056649223,1762.1,130.0,no ha hecho review,0
76561198056652803,1632.38,134.0,1.0,2014-08-02
76561198056653827,850.39,85.0,1.0,2013-12-27
76561198056657904,4876.15,340.0,no ha hecho review,0
76561198056658594,14.99,1.0,1.0,2014-02-22
76561198056660202,149.9,20.0,no ha hecho review,0
76561198056663171,288.79,49.0,no ha hecho review,0
76561198056667541,586.43,55.0,no ha hecho review,0
76561198056670749,224.93,11.0,no ha hecho review,0
76561198056677680,978.23,101.0,no ha hecho review,0
76561198056677830,289.81,39.0,0.0,2015-04-25
76561198056678629,129.91,17.0,no ha hecho review,0
76561198056684801,190.85,18.0,no ha hecho review,0
76561198056685928,905.6,72.0,1.0,2014-06-28
76561198056688107,444.71,43.0,no ha hecho review,0
76561198056689045,742.49,109.0,no ha hecho review,0
76561198056690906,1007.46,93.0,no ha hecho review,0
76561198056692714,79.94999999999999,7.0,no ha hecho review,0
76561198056693884,274.81,52.0,1.0,2014-12-17
76561198056694379,940.41,71.0,no ha hecho review,0
76561198056700959,743.54,59.0,no ha hecho review,0
76561198056701027,279.86,20.0,no ha hecho review,0
76561198056704664,829.5699999999999,55.0,no ha hecho review,0
76561198056707381,939.49,77.0,1.0,2015-01-13
76561198056707717,518.64,80.0,1.0,2014-01-22
76561198056711561,714.54,89.0,1.0,2014-03-13
76561198056713734,89.94999999999999,9.0,no ha hecho review,0
76561198056714732,34.98,8.0,no ha hecho review,0
76561198056716664,745.63,53.0,no ha hecho review,0
76561198056717677,193.83,23.0,no ha hecho review,0
76561198056718228,361.72,37.0,no ha hecho review,0
76561198056718248,361.79,22.0,no ha hecho review,0
76561198056718255,106.89,34.0,no ha hecho review,0
76561198056719182,913.53,60.0,no ha hecho review,0
76561198056722037,52.96,5.0,no ha hecho review,0
76561198056724699,19.99,3.0,no ha hecho review,0
76561198056725131,14.99,2.0,no ha hecho review,0
76561198056726503,54.96,9.0,no ha hecho review,0
76561198056728210,302.81,53.0,1.0,2014-06-21
76561198056728872,1280.1799999999998,119.0,no ha hecho review,0
76561198056733657,707.15,75.0,no ha hecho review,0
76561198056735088,2486.6,151.0,1.0,0
76561198056738577,69.97,9.0,no ha hecho review,0
76561198056741844,3212.21,257.0,1.0,2014-10-14
76561198056746416,119.97,9.0,no ha hecho review,0
76561198056747623,967.46,67.0,1.0,2014-10-14
76561198056748700,67.94,14.0,no ha hecho review,0
76561198056748771,379.77,47.0,1.0,2015-06-28
76561198056751268,114.93,11.0,no ha hecho review,0
76561198056753419,570.77,51.0,1.0,2012-02-03
76561198056753474,564.54,92.0,no ha hecho review,0
76561198056757136,861.45,94.0,no ha hecho review,0
76561198056758154,362.81,25.0,no ha hecho review,0
76561198056759495,293.8,37.0,1.0,2014-05-16
76561198056760638,610.5799999999999,66.0,no ha hecho review,0
76561198056761417,0.0,7.0,no ha hecho review,0
76561198056762771,958.48,80.0,no ha hecho review,0
76561198056763607,276.84,42.0,1.0,2015-01-30
76561198056764604,342.82,27.0,no ha hecho review,0
